DeathZip,Year,Deaths
90015,2020,24
90015,2021,31
90015,2022,54
90015,2023,24
90016,2012,6
90016,2014,4
90016,2015,5
90016,2016,3
90016,2017,7
90016,2018,3
90016,2019,6
90016,2020,7
90016,2021,13
90016,2022,20
90016,2023,8
90017,2012,4
90017,2013,9
90017,2014,10
90017,2015,8
90017,2016,13
90017,2017,13
90017,2018,15
90017,2019,21
90017,2020,47
90017,2021,64
90017,2022,61
90017,2023,61
90018,2012,3
90018,2013,2
90018,2014,1
90018,2015,2
90018,2016,5
90018,2017,4
90018,2018,4
90018,2019,5
90018,2020,8
90018,2021,11
90018,2022,7
90018,2023,10
90019,2012,3
90019,2013,5
90019,2014,1
90019,2015,6
90019,2016,7
90019,2017,7
90019,2018,11
90019,2019,6
90019,2020,16
90019,2021,13
90019,2022,17
90019,2023,16
90020,2013,2
90020,2014,1
90020,2015,2
90020,2016,2
90020,2018,5
90020,2019,6
90020,2020,11
90020,2021,10
90020,2022,13
90020,2023,9
90021,2012,1
90021,2013,1
90021,2014,2
90021,2015,2
90021,2016,3
90021,2017,3
90021,2018,5
90021,2019,6
90021,2020,15
90021,2021,26
90021,2022,36
90021,2023,26
90022,2012,3
90022,2014,1
90022,2015,7
90022,2016,3
90022,2017,3
90022,2018,8
90022,2019,9
90022,2020,8
90022,2021,7
