ZIP,Year,Median_Rent,Source
90262,2015,1054.0,Census_ACS5
90263,2015,-666666666.0,Census_ACS5
90265,2015,2618.0,Census_ACS5
90266,2015,2122.0,Census_ACS5
90270,2015,976.0,Census_ACS5
90272,2015,2453.0,Census_ACS5
90274,2015,2390.0,Census_ACS5
90275,2015,2244.0,Census_ACS5
90277,2015,1799.0,Census_ACS5
90278,2015,1680.0,Census_ACS5
90280,2015,999.0,Census_ACS5
90290,2015,1901.0,Census_ACS5
90291,2015,1786.0,Census_ACS5
90292,2015,2341.0,Census_ACS5
90293,2015,1798.0,Census_ACS5
90301,2015,1065.0,Census_ACS5
90302,2015,1113.0,Census_ACS5
90303,2015,1097.0,Census_ACS5
90304,2015,1000.0,Census_ACS5
90305,2015,1229.0,Census_ACS5
90401,2015,1624.0,Census_ACS5
90402,2015,1793.0,Census_ACS5
90403,2015,1700.0,Census_ACS5
90404,2015,1441.0,Census_ACS5
90405,2015,1556.0,Census_ACS5
90501,2015,1200.0,Census_ACS5
90502,2015,1326.0,Census_ACS5
90503,2015,1492.0,Census_ACS5
90504,2015,1354.0,Census_ACS5
90505,2015,1561.0,Census_ACS5
90601,2015,1291.0,Census_ACS5
90602,2015,1101.0,Census_ACS5
90603,2015,1660.0,Census_ACS5
90604,2015,1246.0,Census_ACS5
90605,2015,1317.0,Census_ACS5
90606,2015,1238.0,Census_ACS5
90631,2015,1330.0,Census_ACS5
90638,2015,1586.0,Census_ACS5
90640,2015,1146.0,Census_ACS5
90650,2015,1349.0,Census_ACS5
90660,2015,1210.0,Census_ACS5
90670,2015,1272.0,Census_ACS5
90701,2015,1387.0,Census_ACS5
90703,2015,2092.0,Census_ACS5
90704,2015,1359.0,Census_ACS5
90706,2015,1185.0,Census_ACS5
90710,2015,1024.0,Census_ACS5
90712,2015,1458.0,Census_ACS5
90713,2015,1873.0,Census_ACS5
90715,2015,1449.0,Census_ACS5
90716,2015,1166.0,Census_ACS5
90717,2015,1260.0,Census_ACS5
90723,2015,1192.0,Census_ACS5
90731,2015,1129.0,Census_ACS5
90732,2015,1737.0,Census_ACS5
90744,2015,1006.0,Census_ACS5
90745,2015,1339.0,Census_ACS5
90746,2015,1616.0,Census_ACS5
90755,2015,1209.0,Census_ACS5
90802,2015,1057.0,Census_ACS5
90803,2015,1377.0,Census_ACS5
90804,2015,1122.0,Census_ACS5
90805,2015,1062.0,Census_ACS5
90806,2015,1035.0,Census_ACS5
90807,2015,1216.0,Census_ACS5
90808,2015,1455.0,Census_ACS5
90810,2015,1043.0,Census_ACS5
90813,2015,947.0,Census_ACS5
90814,2015,1193.0,Census_ACS5
90815,2015,1548.0,Census_ACS5
90822,2015,-666666666.0,Census_ACS5
90831,2015,-666666666.0,Census_ACS5
91001,2015,1445.0,Census_ACS5
91006,2015,1547.0,Census_ACS5
91007,2015,1384.0,Census_ACS5
91010,2015,1389.0,Census_ACS5
91011,2015,2097.0,Census_ACS5
91016,2015,1299.0,Census_ACS5
91020,2015,1331.0,Census_ACS5
91024,2015,1478.0,Census_ACS5
91030,2015,1403.0,Census_ACS5
91040,2015,1212.0,Census_ACS5
91042,2015,1175.0,Census_ACS5
91046,2015,1077.0,Census_ACS5
91101,2015,1389.0,Census_ACS5
91103,2015,1207.0,Census_ACS5
91104,2015,1250.0,Census_ACS5
91105,2015,2029.0,Census_ACS5
91106,2015,1412.0,Census_ACS5
91107,2015,1398.0,Census_ACS5
91108,2015,3390.0,Census_ACS5
91201,2015,1266.0,Census_ACS5
91202,2015,1517.0,Census_ACS5
91203,2015,1301.0,Census_ACS5
91204,2015,1166.0,Census_ACS5
91205,2015,1221.0,Census_ACS5
91206,2015,1284.0,Census_ACS5
91207,2015,1446.0,Census_ACS5
91208,2015,1478.0,Census_ACS5
91214,2015,1655.0,Census_ACS5
91301,2015,2028.0,Census_ACS5
91302,2015,2046.0,Census_ACS5
91303,2015,1235.0,Census_ACS5
91304,2015,1232.0,Census_ACS5
91306,2015,1185.0,Census_ACS5
91307,2015,2508.0,Census_ACS5
91311,2015,1438.0,Census_ACS5
91316,2015,1426.0,Census_ACS5
91321,2015,1354.0,Census_ACS5
91324,2015,1445.0,Census_ACS5
91325,2015,1339.0,Census_ACS5
91326,2015,1775.0,Census_ACS5
91331,2015,1299.0,Census_ACS5
91335,2015,1215.0,Census_ACS5
91340,2015,1202.0,Census_ACS5
91342,2015,1334.0,Census_ACS5
91343,2015,1163.0,Census_ACS5
91344,2015,1621.0,Census_ACS5
91345,2015,1339.0,Census_ACS5
91350,2015,1625.0,Census_ACS5
91351,2015,1462.0,Census_ACS5
91352,2015,1193.0,Census_ACS5
91354,2015,2108.0,Census_ACS5
91355,2015,1763.0,Census_ACS5
91356,2015,1340.0,Census_ACS5
91361,2015,1885.0,Census_ACS5
91362,2015,1742.0,Census_ACS5
91364,2015,1891.0,Census_ACS5
91367,2015,1805.0,Census_ACS5
91381,2015,1786.0,Census_ACS5
91384,2015,1277.0,Census_ACS5
91387,2015,1681.0,Census_ACS5
91390,2015,1609.0,Census_ACS5
91401,2015,1194.0,Census_ACS5
91402,2015,1079.0,Census_ACS5
91403,2015,1565.0,Census_ACS5
91405,2015,1071.0,Census_ACS5
91406,2015,1150.0,Census_ACS5
91411,2015,1158.0,Census_ACS5
91423,2015,1549.0,Census_ACS5
91436,2015,2203.0,Census_ACS5
91501,2015,1454.0,Census_ACS5
91502,2015,1263.0,Census_ACS5
91504,2015,1344.0,Census_ACS5
91505,2015,1544.0,Census_ACS5
91506,2015,1344.0,Census_ACS5
91601,2015,1271.0,Census_ACS5
91602,2015,1456.0,Census_ACS5
91604,2015,1668.0,Census_ACS5
91605,2015,1112.0,Census_ACS5
91606,2015,1135.0,Census_ACS5
91607,2015,1302.0,Census_ACS5
91608,2015,-666666666.0,Census_ACS5
91702,2015,1239.0,Census_ACS5
91706,2015,1238.0,Census_ACS5
91711,2015,1395.0,Census_ACS5
91722,2015,1364.0,Census_ACS5
91723,2015,1226.0,Census_ACS5
91724,2015,1424.0,Census_ACS5
91731,2015,1005.0,Census_ACS5
91732,2015,1137.0,Census_ACS5
91733,2015,1101.0,Census_ACS5
91740,2015,1355.0,Census_ACS5
91741,2015,1583.0,Census_ACS5
91744,2015,1261.0,Census_ACS5
91745,2015,1640.0,Census_ACS5
91746,2015,1284.0,Census_ACS5
91748,2015,1376.0,Census_ACS5
91750,2015,1390.0,Census_ACS5
91754,2015,1211.0,Census_ACS5
91755,2015,1263.0,Census_ACS5
91759,2015,1396.0,Census_ACS5
91765,2015,1808.0,Census_ACS5
91766,2015,1191.0,Census_ACS5
91767,2015,1147.0,Census_ACS5
91768,2015,1071.0,Census_ACS5
91770,2015,1178.0,Census_ACS5
91773,2015,1532.0,Census_ACS5
91775,2015,1246.0,Census_ACS5
91776,2015,1244.0,Census_ACS5
91780,2015,1244.0,Census_ACS5
91789,2015,1928.0,Census_ACS5
91790,2015,1365.0,Census_ACS5
91791,2015,1314.0,Census_ACS5
91792,2015,1461.0,Census_ACS5
91801,2015,1224.0,Census_ACS5
91803,2015,1176.0,Census_ACS5
92397,2015,1156.0,Census_ACS5
93243,2015,775.0,Census_ACS5
93510,2015,1793.0,Census_ACS5
90001,2016,1009.0,Census_ACS5
90002,2016,1035.0,Census_ACS5
90003,2016,1099.0,Census_ACS5
90004,2016,1125.0,Census_ACS5
90005,2016,988.0,Census_ACS5
90006,2016,984.0,Census_ACS5
90007,2016,1079.0,Census_ACS5
90008,2016,1044.0,Census_ACS5
90010,2016,1656.0,Census_ACS5
90011,2016,1011.0,Census_ACS5
90012,2016,1208.0,Census_ACS5
90013,2016,770.0,Census_ACS5
90014,2016,789.0,Census_ACS5
90015,2016,961.0,Census_ACS5
90016,2016,1132.0,Census_ACS5
90017,2016,897.0,Census_ACS5
90018,2016,1017.0,Census_ACS5
90019,2016,1189.0,Census_ACS5
90020,2016,1164.0,Census_ACS5
90021,2016,456.0,Census_ACS5
90022,2016,1000.0,Census_ACS5
90023,2016,1009.0,Census_ACS5
90024,2016,1976.0,Census_ACS5
90025,2016,1724.0,Census_ACS5
90026,2016,1162.0,Census_ACS5
90027,2016,1259.0,Census_ACS5
90028,2016,1181.0,Census_ACS5
90029,2016,1056.0,Census_ACS5
90031,2016,1024.0,Census_ACS5
90032,2016,1093.0,Census_ACS5
90033,2016,934.0,Census_ACS5
90034,2016,1472.0,Census_ACS5
90035,2016,1749.0,Census_ACS5
90036,2016,1942.0,Census_ACS5
90037,2016,1003.0,Census_ACS5
90038,2016,1103.0,Census_ACS5
90039,2016,1440.0,Census_ACS5
90040,2016,1029.0,Census_ACS5
90041,2016,1295.0,Census_ACS5
90042,2016,1186.0,Census_ACS5
90043,2016,1043.0,Census_ACS5
90044,2016,988.0,Census_ACS5
90045,2016,1741.0,Census_ACS5
90046,2016,1464.0,Census_ACS5
90047,2016,1114.0,Census_ACS5
90048,2016,1854.0,Census_ACS5
90049,2016,1991.0,Census_ACS5
90056,2016,1537.0,Census_ACS5
90057,2016,910.0,Census_ACS5
90058,2016,547.0,Census_ACS5
90059,2016,902.0,Census_ACS5
90061,2016,1097.0,Census_ACS5
90062,2016,1053.0,Census_ACS5
90063,2016,1037.0,Census_ACS5
90064,2016,1778.0,Census_ACS5
90065,2016,1144.0,Census_ACS5
90066,2016,1501.0,Census_ACS5
90067,2016,2372.0,Census_ACS5
90068,2016,1560.0,Census_ACS5
90069,2016,1631.0,Census_ACS5
90071,2016,-666666666.0,Census_ACS5
90073,2016,-666666666.0,Census_ACS5
90077,2016,2418.0,Census_ACS5
90094,2016,2624.0,Census_ACS5
90095,2016,-666666666.0,Census_ACS5
90201,2016,1112.0,Census_ACS5
90210,2016,2274.0,Census_ACS5
90211,2016,1762.0,Census_ACS5
90212,2016,2009.0,Census_ACS5
90220,2016,1131.0,Census_ACS5
90221,2016,1087.0,Census_ACS5
90222,2016,1114.0,Census_ACS5
90230,2016,1553.0,Census_ACS5
90232,2016,1546.0,Census_ACS5
90240,2016,1444.0,Census_ACS5
90241,2016,1219.0,Census_ACS5
90242,2016,1294.0,Census_ACS5
90245,2016,1638.0,Census_ACS5
90247,2016,1150.0,Census_ACS5
90248,2016,1180.0,Census_ACS5
90249,2016,1086.0,Census_ACS5
90250,2016,1084.0,Census_ACS5
90254,2016,1963.0,Census_ACS5
90255,2016,966.0,Census_ACS5
90260,2016,1350.0,Census_ACS5
90262,2016,1057.0,Census_ACS5
90263,2016,-666666666.0,Census_ACS5
90265,2016,2736.0,Census_ACS5
90266,2016,2232.0,Census_ACS5
90270,2016,981.0,Census_ACS5
90272,2016,2530.0,Census_ACS5
90274,2016,2627.0,Census_ACS5
90275,2016,2348.0,Census_ACS5
90277,2016,1850.0,Census_ACS5
90278,2016,1721.0,Census_ACS5
90280,2016,1012.0,Census_ACS5
90290,2016,1884.0,Census_ACS5
90291,2016,1780.0,Census_ACS5
90292,2016,2463.0,Census_ACS5
90293,2016,1834.0,Census_ACS5
90301,2016,1106.0,Census_ACS5
90302,2016,1151.0,Census_ACS5
90303,2016,1135.0,Census_ACS5
90304,2016,1021.0,Census_ACS5
90305,2016,1296.0,Census_ACS5
90401,2016,1672.0,Census_ACS5
90402,2016,1875.0,Census_ACS5
90403,2016,1745.0,Census_ACS5
90404,2016,1449.0,Census_ACS5
90405,2016,1589.0,Census_ACS5
90501,2016,1239.0,Census_ACS5
90502,2016,1407.0,Census_ACS5
90503,2016,1564.0,Census_ACS5
90504,2016,1359.0,Census_ACS5
90505,2016,1594.0,Census_ACS5
90601,2016,1256.0,Census_ACS5
90602,2016,1110.0,Census_ACS5
90603,2016,1758.0,Census_ACS5
90604,2016,1287.0,Census_ACS5
90605,2016,1358.0,Census_ACS5
90606,2016,1273.0,Census_ACS5
90631,2016,1358.0,Census_ACS5
90638,2016,1639.0,Census_ACS5
90640,2016,1158.0,Census_ACS5
90650,2016,1384.0,Census_ACS5
90660,2016,1229.0,Census_ACS5
90670,2016,1295.0,Census_ACS5
90701,2016,1396.0,Census_ACS5
90703,2016,2176.0,Census_ACS5
90704,2016,1391.0,Census_ACS5
90706,2016,1195.0,Census_ACS5
90710,2016,1101.0,Census_ACS5
90712,2016,1544.0,Census_ACS5
90713,2016,1848.0,Census_ACS5
90715,2016,1443.0,Census_ACS5
90716,2016,1160.0,Census_ACS5
90717,2016,1258.0,Census_ACS5
90723,2016,1204.0,Census_ACS5
90731,2016,1167.0,Census_ACS5
90732,2016,1776.0,Census_ACS5
90744,2016,1032.0,Census_ACS5
90745,2016,1387.0,Census_ACS5
90746,2016,1581.0,Census_ACS5
90755,2016,1217.0,Census_ACS5
90802,2016,1092.0,Census_ACS5
90803,2016,1418.0,Census_ACS5
90804,2016,1157.0,Census_ACS5
90805,2016,1081.0,Census_ACS5
90806,2016,1072.0,Census_ACS5
90807,2016,1226.0,Census_ACS5
90808,2016,1560.0,Census_ACS5
90810,2016,1085.0,Census_ACS5
90813,2016,972.0,Census_ACS5
90814,2016,1238.0,Census_ACS5
90815,2016,1640.0,Census_ACS5
90822,2016,-666666666.0,Census_ACS5
90831,2016,-666666666.0,Census_ACS5
91001,2016,1500.0,Census_ACS5
91006,2016,1609.0,Census_ACS5
91007,2016,1405.0,Census_ACS5
91010,2016,1415.0,Census_ACS5
91011,2016,2000.0,Census_ACS5
91016,2016,1314.0,Census_ACS5
91020,2016,1414.0,Census_ACS5
91024,2016,1469.0,Census_ACS5
91030,2016,1464.0,Census_ACS5
91040,2016,1201.0,Census_ACS5
91042,2016,1211.0,Census_ACS5
91046,2016,1061.0,Census_ACS5
91101,2016,1419.0,Census_ACS5
91103,2016,1256.0,Census_ACS5
91104,2016,1230.0,Census_ACS5
91105,2016,2106.0,Census_ACS5
91106,2016,1485.0,Census_ACS5
91107,2016,1438.0,Census_ACS5
91108,2016,3501.0,Census_ACS5
91201,2016,1335.0,Census_ACS5
91202,2016,1531.0,Census_ACS5
91203,2016,1359.0,Census_ACS5
91204,2016,1237.0,Census_ACS5
91205,2016,1253.0,Census_ACS5
91206,2016,1365.0,Census_ACS5
91207,2016,1529.0,Census_ACS5
91208,2016,1633.0,Census_ACS5
91214,2016,1662.0,Census_ACS5
91301,2016,2025.0,Census_ACS5
91302,2016,2176.0,Census_ACS5
91303,2016,1287.0,Census_ACS5
91304,2016,1289.0,Census_ACS5
91306,2016,1212.0,Census_ACS5
91307,2016,2576.0,Census_ACS5
91311,2016,1567.0,Census_ACS5
91316,2016,1459.0,Census_ACS5
91321,2016,1399.0,Census_ACS5
91324,2016,1535.0,Census_ACS5
91325,2016,1356.0,Census_ACS5
91326,2016,1820.0,Census_ACS5
91331,2016,1315.0,Census_ACS5
91335,2016,1249.0,Census_ACS5
91340,2016,1217.0,Census_ACS5
91342,2016,1389.0,Census_ACS5
91343,2016,1183.0,Census_ACS5
91344,2016,1621.0,Census_ACS5
91345,2016,1430.0,Census_ACS5
91350,2016,1749.0,Census_ACS5
91351,2016,1510.0,Census_ACS5
91352,2016,1232.0,Census_ACS5
91354,2016,2153.0,Census_ACS5
91355,2016,1786.0,Census_ACS5
91356,2016,1363.0,Census_ACS5
91361,2016,2007.0,Census_ACS5
91362,2016,1882.0,Census_ACS5
91364,2016,1964.0,Census_ACS5
91367,2016,1841.0,Census_ACS5
91381,2016,1848.0,Census_ACS5
91384,2016,1266.0,Census_ACS5
91387,2016,1698.0,Census_ACS5
91390,2016,1785.0,Census_ACS5
91401,2016,1212.0,Census_ACS5
91402,2016,1128.0,Census_ACS5
91403,2016,1591.0,Census_ACS5
91405,2016,1110.0,Census_ACS5
91406,2016,1193.0,Census_ACS5
91411,2016,1197.0,Census_ACS5
91423,2016,1614.0,Census_ACS5
91436,2016,2189.0,Census_ACS5
91501,2016,1468.0,Census_ACS5
91502,2016,1281.0,Census_ACS5
91504,2016,1399.0,Census_ACS5
91505,2016,1627.0,Census_ACS5
91506,2016,1324.0,Census_ACS5
91601,2016,1289.0,Census_ACS5
91602,2016,1499.0,Census_ACS5
91604,2016,1724.0,Census_ACS5
91605,2016,1157.0,Census_ACS5
91606,2016,1159.0,Census_ACS5
91607,2016,1340.0,Census_ACS5
91608,2016,-666666666.0,Census_ACS5
91702,2016,1295.0,Census_ACS5
91706,2016,1278.0,Census_ACS5
91711,2016,1427.0,Census_ACS5
91722,2016,1371.0,Census_ACS5
91723,2016,1262.0,Census_ACS5
91724,2016,1428.0,Census_ACS5
91731,2016,1034.0,Census_ACS5
91732,2016,1171.0,Census_ACS5
91733,2016,1130.0,Census_ACS5
91740,2016,1383.0,Census_ACS5
91741,2016,1612.0,Census_ACS5
91744,2016,1243.0,Census_ACS5
91745,2016,1713.0,Census_ACS5
91746,2016,1317.0,Census_ACS5
91748,2016,1430.0,Census_ACS5
91750,2016,1408.0,Census_ACS5
91754,2016,1211.0,Census_ACS5
91755,2016,1279.0,Census_ACS5
91759,2016,1500.0,Census_ACS5
91765,2016,1841.0,Census_ACS5
91766,2016,1214.0,Census_ACS5
91767,2016,1168.0,Census_ACS5
91768,2016,1118.0,Census_ACS5
91770,2016,1210.0,Census_ACS5
91773,2016,1595.0,Census_ACS5
91775,2016,1361.0,Census_ACS5
91776,2016,1283.0,Census_ACS5
91780,2016,1290.0,Census_ACS5
91789,2016,1996.0,Census_ACS5
91790,2016,1380.0,Census_ACS5
91791,2016,1394.0,Census_ACS5
91792,2016,1539.0,Census_ACS5
91801,2016,1248.0,Census_ACS5
91803,2016,1203.0,Census_ACS5
92397,2016,1206.0,Census_ACS5
93243,2016,793.0,Census_ACS5
93510,2016,1675.0,Census_ACS5
93532,2016,1107.0,Census_ACS5
93534,2016,965.0,Census_ACS5
93535,2016,1117.0,Census_ACS5
93536,2016,1264.0,Census_ACS5
93543,2016,1307.0,Census_ACS5
93544,2016,-666666666.0,Census_ACS5
93550,2016,993.0,Census_ACS5
93551,2016,1589.0,Census_ACS5
93552,2016,1485.0,Census_ACS5
93553,2016,720.0,Census_ACS5
93563,2016,967.0,Census_ACS5
93591,2016,1101.0,Census_ACS5
90001,2017,1051.0,Census_ACS5
90002,2017,1074.0,Census_ACS5
90003,2017,1133.0,Census_ACS5
90004,2017,1177.0,Census_ACS5
90005,2017,1060.0,Census_ACS5
90006,2017,1030.0,Census_ACS5
90007,2017,1111.0,Census_ACS5
90008,2017,1097.0,Census_ACS5
90010,2017,1692.0,Census_ACS5
90011,2017,1074.0,Census_ACS5
90012,2017,1327.0,Census_ACS5
90013,2017,810.0,Census_ACS5
90014,2017,1550.0,Census_ACS5
90015,2017,1064.0,Census_ACS5
90016,2017,1163.0,Census_ACS5
90017,2017,951.0,Census_ACS5
90018,2017,1050.0,Census_ACS5
90019,2017,1245.0,Census_ACS5
90020,2017,1221.0,Census_ACS5
90021,2017,473.0,Census_ACS5
90022,2017,1022.0,Census_ACS5
90023,2017,1034.0,Census_ACS5
90024,2017,2068.0,Census_ACS5
90025,2017,1808.0,Census_ACS5
90026,2017,1213.0,Census_ACS5
90027,2017,1324.0,Census_ACS5
90028,2017,1273.0,Census_ACS5
90029,2017,1104.0,Census_ACS5
90031,2017,1072.0,Census_ACS5
90032,2017,1120.0,Census_ACS5
90033,2017,980.0,Census_ACS5
90034,2017,1566.0,Census_ACS5
90035,2017,1815.0,Census_ACS5
90036,2017,2055.0,Census_ACS5
90037,2017,1031.0,Census_ACS5
90038,2017,1161.0,Census_ACS5
90039,2017,1535.0,Census_ACS5
90040,2017,1056.0,Census_ACS5
90041,2017,1338.0,Census_ACS5
90042,2017,1216.0,Census_ACS5
90043,2017,1070.0,Census_ACS5
90044,2017,1031.0,Census_ACS5
90045,2017,1842.0,Census_ACS5
90046,2017,1517.0,Census_ACS5
90047,2017,1157.0,Census_ACS5
90048,2017,1997.0,Census_ACS5
90049,2017,2108.0,Census_ACS5
90056,2017,1601.0,Census_ACS5
90057,2017,957.0,Census_ACS5
90058,2017,590.0,Census_ACS5
90059,2017,946.0,Census_ACS5
90061,2017,1147.0,Census_ACS5
90062,2017,1118.0,Census_ACS5
90063,2017,1073.0,Census_ACS5
90064,2017,1871.0,Census_ACS5
90065,2017,1187.0,Census_ACS5
90066,2017,1612.0,Census_ACS5
90067,2017,2442.0,Census_ACS5
90068,2017,1654.0,Census_ACS5
90069,2017,1724.0,Census_ACS5
90071,2017,-666666666.0,Census_ACS5
90073,2017,-666666666.0,Census_ACS5
90077,2017,2371.0,Census_ACS5
90094,2017,2751.0,Census_ACS5
90095,2017,-666666666.0,Census_ACS5
90201,2017,1140.0,Census_ACS5
90210,2017,2383.0,Census_ACS5
90211,2017,1819.0,Census_ACS5
90212,2017,2013.0,Census_ACS5
90220,2017,1154.0,Census_ACS5
90221,2017,1135.0,Census_ACS5
90222,2017,1151.0,Census_ACS5
90230,2017,1621.0,Census_ACS5
90232,2017,1657.0,Census_ACS5
90240,2017,1469.0,Census_ACS5
90241,2017,1246.0,Census_ACS5
90242,2017,1336.0,Census_ACS5
90245,2017,1681.0,Census_ACS5
90247,2017,1168.0,Census_ACS5
90248,2017,1219.0,Census_ACS5
90249,2017,1144.0,Census_ACS5
90250,2017,1140.0,Census_ACS5
90254,2017,2035.0,Census_ACS5
90255,2017,992.0,Census_ACS5
90260,2017,1365.0,Census_ACS5
90262,2017,1123.0,Census_ACS5
90263,2017,-666666666.0,Census_ACS5
90265,2017,2579.0,Census_ACS5
90266,2017,2393.0,Census_ACS5
90270,2017,1000.0,Census_ACS5
90272,2017,2364.0,Census_ACS5
90274,2017,2606.0,Census_ACS5
90275,2017,2391.0,Census_ACS5
90277,2017,1916.0,Census_ACS5
90278,2017,1802.0,Census_ACS5
90280,2017,1072.0,Census_ACS5
90290,2017,1970.0,Census_ACS5
90291,2017,1861.0,Census_ACS5
90292,2017,2638.0,Census_ACS5
90293,2017,1963.0,Census_ACS5
90301,2017,1139.0,Census_ACS5
90302,2017,1208.0,Census_ACS5
90303,2017,1188.0,Census_ACS5
90304,2017,1075.0,Census_ACS5
90305,2017,1362.0,Census_ACS5
90401,2017,1757.0,Census_ACS5
90402,2017,1884.0,Census_ACS5
90403,2017,1765.0,Census_ACS5
90404,2017,1474.0,Census_ACS5
90405,2017,1650.0,Census_ACS5
90501,2017,1281.0,Census_ACS5
90502,2017,1425.0,Census_ACS5
90503,2017,1658.0,Census_ACS5
90504,2017,1401.0,Census_ACS5
90505,2017,1647.0,Census_ACS5
90601,2017,1349.0,Census_ACS5
90602,2017,1189.0,Census_ACS5
90603,2017,1733.0,Census_ACS5
90604,2017,1370.0,Census_ACS5
90605,2017,1371.0,Census_ACS5
90606,2017,1386.0,Census_ACS5
90631,2017,1417.0,Census_ACS5
90638,2017,1617.0,Census_ACS5
90640,2017,1211.0,Census_ACS5
90650,2017,1450.0,Census_ACS5
90660,2017,1259.0,Census_ACS5
90670,2017,1330.0,Census_ACS5
90701,2017,1471.0,Census_ACS5
90703,2017,2188.0,Census_ACS5
90704,2017,1399.0,Census_ACS5
90706,2017,1263.0,Census_ACS5
90710,2017,1119.0,Census_ACS5
90712,2017,1715.0,Census_ACS5
90713,2017,1890.0,Census_ACS5
90715,2017,1524.0,Census_ACS5
90716,2017,1266.0,Census_ACS5
90717,2017,1286.0,Census_ACS5
90723,2017,1256.0,Census_ACS5
90731,2017,1214.0,Census_ACS5
90732,2017,1867.0,Census_ACS5
90744,2017,1064.0,Census_ACS5
90745,2017,1389.0,Census_ACS5
90746,2017,1664.0,Census_ACS5
90755,2017,1365.0,Census_ACS5
90802,2017,1153.0,Census_ACS5
90803,2017,1516.0,Census_ACS5
90804,2017,1193.0,Census_ACS5
90805,2017,1149.0,Census_ACS5
90806,2017,1103.0,Census_ACS5
90807,2017,1288.0,Census_ACS5
90808,2017,1635.0,Census_ACS5
90810,2017,1190.0,Census_ACS5
90813,2017,1008.0,Census_ACS5
90814,2017,1292.0,Census_ACS5
90815,2017,1738.0,Census_ACS5
90822,2017,-666666666.0,Census_ACS5
90831,2017,-666666666.0,Census_ACS5
91001,2017,1617.0,Census_ACS5
91006,2017,1678.0,Census_ACS5
91007,2017,1421.0,Census_ACS5
91010,2017,1486.0,Census_ACS5
91011,2017,2185.0,Census_ACS5
91016,2017,1366.0,Census_ACS5
91020,2017,1492.0,Census_ACS5
91024,2017,1487.0,Census_ACS5
91030,2017,1555.0,Census_ACS5
91040,2017,1245.0,Census_ACS5
91042,2017,1261.0,Census_ACS5
91046,2017,1056.0,Census_ACS5
91101,2017,1536.0,Census_ACS5
91103,2017,1275.0,Census_ACS5
91104,2017,1331.0,Census_ACS5
91105,2017,2113.0,Census_ACS5
91106,2017,1567.0,Census_ACS5
91107,2017,1503.0,Census_ACS5
91108,2017,3501.0,Census_ACS5
91201,2017,1401.0,Census_ACS5
91202,2017,1620.0,Census_ACS5
91203,2017,1445.0,Census_ACS5
91204,2017,1295.0,Census_ACS5
91205,2017,1295.0,Census_ACS5
91206,2017,1476.0,Census_ACS5
91207,2017,1572.0,Census_ACS5
91208,2017,1780.0,Census_ACS5
91214,2017,1715.0,Census_ACS5
91301,2017,2260.0,Census_ACS5
91302,2017,2296.0,Census_ACS5
91303,2017,1354.0,Census_ACS5
91304,2017,1363.0,Census_ACS5
91306,2017,1272.0,Census_ACS5
91307,2017,2602.0,Census_ACS5
91311,2017,1762.0,Census_ACS5
91316,2017,1565.0,Census_ACS5
91321,2017,1463.0,Census_ACS5
91324,2017,1567.0,Census_ACS5
91325,2017,1419.0,Census_ACS5
91326,2017,1802.0,Census_ACS5
91331,2017,1340.0,Census_ACS5
91335,2017,1286.0,Census_ACS5
91340,2017,1281.0,Census_ACS5
91342,2017,1470.0,Census_ACS5
91343,2017,1239.0,Census_ACS5
91344,2017,1674.0,Census_ACS5
91345,2017,1536.0,Census_ACS5
91350,2017,1825.0,Census_ACS5
91351,2017,1590.0,Census_ACS5
91352,2017,1284.0,Census_ACS5
91354,2017,2227.0,Census_ACS5
91355,2017,1860.0,Census_ACS5
91356,2017,1485.0,Census_ACS5
91361,2017,2146.0,Census_ACS5
91362,2017,1825.0,Census_ACS5
91364,2017,1937.0,Census_ACS5
91367,2017,1961.0,Census_ACS5
91381,2017,1851.0,Census_ACS5
91384,2017,1339.0,Census_ACS5
91387,2017,1796.0,Census_ACS5
91390,2017,1902.0,Census_ACS5
91401,2017,1247.0,Census_ACS5
91402,2017,1169.0,Census_ACS5
91403,2017,1672.0,Census_ACS5
91405,2017,1164.0,Census_ACS5
91406,2017,1247.0,Census_ACS5
91411,2017,1269.0,Census_ACS5
91423,2017,1718.0,Census_ACS5
91436,2017,2137.0,Census_ACS5
91501,2017,1543.0,Census_ACS5
91502,2017,1377.0,Census_ACS5
91504,2017,1475.0,Census_ACS5
91505,2017,1708.0,Census_ACS5
91506,2017,1485.0,Census_ACS5
91601,2017,1348.0,Census_ACS5
91602,2017,1578.0,Census_ACS5
91604,2017,1780.0,Census_ACS5
91605,2017,1222.0,Census_ACS5
91606,2017,1205.0,Census_ACS5
91607,2017,1394.0,Census_ACS5
91608,2017,-666666666.0,Census_ACS5
91702,2017,1333.0,Census_ACS5
91706,2017,1357.0,Census_ACS5
91711,2017,1476.0,Census_ACS5
91722,2017,1387.0,Census_ACS5
91723,2017,1310.0,Census_ACS5
91724,2017,1541.0,Census_ACS5
91731,2017,1081.0,Census_ACS5
91732,2017,1207.0,Census_ACS5
91733,2017,1175.0,Census_ACS5
91740,2017,1429.0,Census_ACS5
91741,2017,1664.0,Census_ACS5
91744,2017,1288.0,Census_ACS5
91745,2017,1733.0,Census_ACS5
91746,2017,1309.0,Census_ACS5
91748,2017,1490.0,Census_ACS5
91750,2017,1423.0,Census_ACS5
91754,2017,1233.0,Census_ACS5
91755,2017,1318.0,Census_ACS5
91759,2017,1500.0,Census_ACS5
91765,2017,1916.0,Census_ACS5
