center_lat,center_lon,std_distance,std_distance_km,n_points,Substance
34.08868572858721,-118.27156675694938,0.2692671434009853,27.44119571915942,2194,Heroin
34.06904144009149,-118.2766214245005,0.24219977411553842,24.685071500837935,7086,Fentanyl
34.07954157904343,-118.27288463427726,0.27566077033633285,28.094008871109843,2062,Prescription.opioids
34.07060025048724,-118.25409154699777,0.25592999015057727,26.084263813209223,8159,Methamphetamine
34.050388839646764,-118.28113799541211,0.21410706748738825,21.82380937940675,2609,Cocaine
34.069711386388754,-118.28918703955145,0.2624793004446272,26.75188064417896,923,Benzodiazepines
34.06072317024148,-118.26406927090207,0.2488369587019043,25.362548506714848,4705,Alcohol
34.0742232323792,-118.27337593628313,0.27406297586399625,27.93188305010149,910,Others
